Methane,Humidity,Temperature,Pressure,Altitude,Latitude & Longitude,Latitude,Longitude,Latitude (decimal),Longitude (decimal)
12,,,,,,,,,
12,,,,,,,,,
12.03,,,,,,,,,
12.03,,,,,,,,,
12.05,,,,,,,,,
12.05,,,,,,,,,
12.06,,,,,,,,,
12.07,,,,,,,,,
12.08,,,,,,,,,
12.09,,,,,,,,,
12.1,,,,,,,,,
12.1,,,,,,,,,
12.11,,,,,,,,,
12.12,,,,,,,,,
12.14,,,,,,,,,
12.15,,,,,,,,,
12.15,,,,,,,,,
12.16,,,,,,,,,
12.17,,,,,,,,,
12.18,,,,,,,,,
12.18,,,,,,,,,
12.19,,,,,,,,,
12.2,,,,,,,,,
12.2,,,,,,,,,
12.21,,,,,,,,,
12.21,,,,,,,,,
12.22,,,,,,,,,
12.23,,,,,,,,,
12.24,,,,,,,,,
12.25,,,,,,,,,
12.27,,,,,,,,,
12.28,,,,,,,,,
12.29,,,,,,,,,
12.3,,,,,,,,,
12.32,,,,,,,,,
12.32,,,,,,,,,
12.33,,,,,,,,,
12.35,,,,,,,,,
12.35,,,,,,,,,
12.36,,,,,,,,,
12.37,,,,,,,,,
12.37,,,,,,,,,
12.38,,,,,,,,,
12.39,,,,,,,,,
12.39,,,,,,,,,
12.4,,,,,,,,,
12.4,,,,,,,,,
12.41,,,,,,,,,
12.42,,,,,,,,,
12.43,,,,,,,,,
12.45,,,,,,,,,
12.46,,,,,,,,,
12.47,,,,,,,,,
12.48,,,,,,,,,
12.49,,,,,,,,,
12.5,,,,,,,,,
12.51,,,,,,,,,
12.52,,,,,,,,,
12.52,,,,,,,,,
12.53,,,,,,,,,
12.55,,,,,,,,,
12.56,,,,,,,,,
12.57,,,,,,,,,
12.58,,,,,,,,,
12.58,,,,,,,,,
12.59,,,,,,,,,
12.6,,,,,,,,,
12.6,,,,,,,,,
12.62,,,,,,,,,
12.62,,,,,,,,,
12.64,,,,,,,,,
12.65,,,,,,,,,
12.67,,,,,,,,,
12.67,,,,,,,,,
12.69,,,,,,,,,
12.7,,,,,,,,,
12.72,,,,,,,,,
12.73,,,,,,,,,
12.74,,,,,,,,,
12.75,,,,,,,,,
12.76,,,,,,,,,
12.77,,,,,,,,,
12.78,,,,,,,,,
12.79,,,,,,,,,
12.8,,,,,,,,,
12.81,,,,,,,,,
12.83,,,,,,,,,
12.84,,,,,,,,,
12.86,,,,,,,,,
12.87,,,,,,,,,
12.88,,,,,,,,,
12.89,,,,,,,,,
12.94,,,,,,,,,
12.97,,,,,,,,,
13,,,,,,,,,
13.04,,,,,,,,,
13.09,,,,,,,,,
13.12,,,,,,,,,
13.14,,,,,,,,,
13.16,,,,,,,,,
13.18,,,,,,,,,
13.2,,,,,,,,,
13.21,,,,,,,,,
13.23,,,,,,,,,
13.25,,,,,,,,,
13.27,,,,,,,,,
13.28,,,,,,,,,
13.29,,,,,,,,,
13.3,,,,,,,,,
13.32,,,,,,,,,
13.36,,,,,,,,,
13.39,,,,,,,,,
13.42,,,,,,,,,
13.46,,,,,,,,,
13.47,,,,,,,,,
1020.24,,,,,,,,,
1020.21,,,,,,,,,
1020.25,,,,,,,,,
1020.21,,,,,,,,,
1020.23,,,,,,,,,
1020.23,,,,,,,,,
1020.22,,,,,,,,,
1020.19,,,,,,,,,
1020.14,,,,,,,,,
1020.19,,,,,,,,,
1020.23,,,,,,,,,
1020.22,,,,,,,,,
1020.2,,,,,,,,,
1020.23,,,,,,,,,
1020.19,,,,,,,,,
1020.2,,,,,,,,,
1020.21,,,,,,,,,
1020.22,,,,,,,,,
1020.22,,,,,,,,,
1020.2,,,,,,,,,
1020.23,,,,,,,,,
1020.23,,,,,,,,,
1020.19,,,,,,,,,
1020.19,,,,,,,,,
1020.21,,,,,,,,,
1020.21,,,,,,,,,
1020.22,,,,,,,,,
1020.23,,,,,,,,,
1020.22,,,,,,,,,
1020.21,,,,,,,,,
1020.21,,,,,,,,,
1020.22,,,,,,,,,
1020.19,,,,,,,,,
1020.19,,,,,,,,,
1020.16,,,,,,,,,
1020.13,,,,,,,,,
1020.18,,,,,,,,,
1020.16,,,,,,,,,
1020.15,,,,,,,,,
1020.18,,,,,,,,,
1020.21,,,,,,,,,
1020.19,,,,,,,,,
1020.15,,,,,,,,,
1020.13,,,,,,,,,
1020.09,,,,,,,,,
1020.06,,,,,,,,,
1020.07,,,,,,,,,
1020.03,,,,,,,,,
1020.02,,,,,,,,,
1020.06,,,,,,,,,
1020.04,,,,,,,,,
1020.04,,,,,,,,,
1020.04,,,,,,,,,
1020,,,,,,,,,
1020.04,,,,,,,,,
1020.03,,,,,,,,,
1020.01,,,,,,,,,
1020.01,,,,,,,,,
1020.02,,,,,,,,,
1020.02,,,,,,,,,
1020.02,,,,,,,,,
1020.06,,,,,,,,,
1020.03,,,,,,,,,
1020.03,,,,,,,,,
1020.04,,,,,,,,,
1020.05,,,,,,,,,
1020.05,,,,,,,,,
1020.04,,,,,,,,,
1020.07,,,,,,,,,
1020.05,,,,,,,,,
1020.06,,,,,,,,,
1020.05,,,,,,,,,
1020.07,,,,,,,,,
1020.09,,,,,,,,,
1020.1,,,,,,,,,
1020.06,,,,,,,,,
1020.07,,,,,,,,,
1020.09,,,,,,,,,
1020.06,,,,,,,,,
1020.05,,,,,,,,,
1020.06,,,,,,,,,
1020.03,,,,,,,,,
1020.04,,,,,,,,,
1020.06,,,,,,,,,
1020.01,,,,,,,,,
1020.04,,,,,,,,,
1020.07,,,,,,,,,
1020.04,,,,,,,,,
1020.02,,,,,,,,,
1020.07,,,,,,,,,
1020.05,,,,,,,,,
1020.05,,,,,,,,,
1020.07,,,,,,,,,
1020.07,,,,,,,,,
1020.07,,,,,,,,,
1020.09,,,,,,,,,
1020.05,,,,,,,,,
1020.03,,,,,,,,,
1020.03,,,,,,,,,
1020.11,,,,,,,,,
1020.07,,,,,,,,,
1020.05,,,,,,,,,
1020.04,,,,,,,,,
1020.06,,,,,,,,,
1020.08,,,,,,,,,
1020.08,,,,,,,,,
1020.11,,,,,,,,,
1020.1,,,,,,,,,
1020.12,,,,,,,,,
1020.08,,,,,,,,,
1020.1,,,,,,,,,
1020.09,,,,,,,,,
1020.05,,,,,,,,,
1020.1,,,,,,,,,
1020.06,,,,,,,,,
1020.07,,,,,,,,,
1020.07,,,,,,,,,
1020,,,,,,,,,
1020.06,,,,,,,,,
1020.05,,,,,,,,,
1020.04,,,,,,,,,
1020.05,,,,,,,,,
1020.08,,,,,,,,,
1020.07,,,,,,,,,
1020.05,,,,,,,,,
1020.07,,,,,,,,,
1020.11,,,,,,,,,
1020.08,,,,,,,,,
1020.08,,,,,,,,,
1020.11,,,,,,,,,
1020.12,,,,,,,,,
1020.08,,,,,,,,,
1020.1,,,,,,,,,
1020.09,,,,,,,,,
1020.09,,,,,,,,,
1020.08,,,,,,,,,
1020.08,,,,,,,,,
1020.12,,,,,,,,,
1020.1,,,,,,,,,
1020.08,,,,,,,,,
1020.17,,,,,,,,,
1020.29,,,,,,,,,
1020.29,,,,,,,,,
1020.28,,,,,,,,,
1020.26,,,,,,,,,
1020.29,,,,,,,,,
1020.27,,,,,,,,,
1020.28,,,,,,,,,
1020.26,,,,,,,,,
1020.27,,,,,,,,,
1020.25,,,,,,,,,
1020.26,,,,,,,,,
1020.26,,,,,,,,,
1020.24,,,,,,,,,
1020.25,,,,,,,,,
1020.27,,,,,,,,,
1020.24,,,,,,,,,
1020.27,,,,,,,,,
1020.36,,,,,,,,,
1020.33,,,,,,,,,
1020.36,,,,,,,,,
1020.36,,,,,,,,,
1020.36,,,,,,,,,
1020.34,,,,,,,,,
1020.27,,,,,,,,,
1020.15,,,,,,,,,
1020.04,,,,,,,,,
1019.98,,,,,,,,,
1019.95,,,,,,,,,
1019.93,,,,,,,,,
1019.94,,,,,,,,,
1019.91,,,,,,,,,
1019.87,,,,,,,,,
1019.93,,,,,,,,,
1020.01,,,,,,,,,
1020.02,,,,,,,,,
1020.05,,,,,,,,,
1020.01,,,,,,,,,
1019.87,,,,,,,,,
1019.73,,,,,,,,,
1019.59,,,,,,,,,
1019.44,,,,,,,,,
1019.36,,,,,,,,,
1019.21,,,,,,,,,
1019.11,,,,,,,,,
1018.97,,,,,,,,,
1018.83,,,,,,,,,
1018.72,,,,,,,,,
1018.62,,,,,,,,,
1018.53,,,,,,,,,
1018.44,,,,,,,,,
1018.28,,,,,,,,,
1018.16,,,,,,,,,
1018.08,,,,,,,,,
1017.96,,,,,,,,,
1017.86,,,,,,,,,
1017.73,,,,,,,,,
1017.61,,,,,,,,,
1017.51,,,,,,,,,
1017.44,,,,,,,,,
1017.34,,,,,,,,,
1017.26,,,,,,,,,
1017.24,,,,,,,,,
1017.16,,,,,,,,,
1017.18,,,,,,,,,
1017.17,,,,,,,,,
1017.2,,,,,,,,,
1017.21,,,,,,,,,
1017.21,,,,,,,,,
1017.18,,,,,,,,,
1017.22,,,,,,,,,
1017.19,,,,,,,,,
1017.19,,,,,,,,,
1017.19,,,,,,,,,
1017.23,,,,,,,,,
1017.2,,,,,,,,,
1017.22,,,,,,,,,
1017.21,,,,,,,,,
1017.22,,,,,,,,,
1017.2,,,,,,,,,
1017.18,,,,,,,,,
1017.15,,,,,,,,,
1017.07,,,,,,,,,
1017,,,,,,,,,
1016.84,,,,,,,,,
1016.7,,,,,,,,,
1016.55,,,,,,,,,
1016.39,,,,,,,,,
1016.2,,,,,,,,,
1016.04,,,,,,,,,
1015.81,,,,,,,,,
1015.77,,,,,,,,,
1015.56,,,,,,,,,
1015.41,,,,,,,,,
1015.19,,,,,,,,,
1015.03,,,,,,,,,
1014.78,,,,,,,,,
1014.72,,,,,,,,,
1014.58,,,,,,,,,
1014.43,,,,,,,,,
1014.2,,,,,,,,,
1013.97,,,,,,,,,
1013.67,,,,,,,,,
1013.37,,,,,,,,,
1013.16,,,,,,,,,
1012.94,,,,,,,,,
1012.65,,,,,,,,,
1012.41,,,,,,,,,
1012.14,,,,,,,,,
1011.95,,,,,,,,,
1011.67,,,,,,,,,
1011.35,,,,,,,,,
1011.14,,,,,,,,,
1011.04,,,,,,,,,
1010.89,,,,,,,,,
1010.81,,,,,,,,,
1010.81,,,,,,,,,
1010.73,,,,,,,,,
1010.69,,,,,,,,,
1010.66,,,,,,,,,
1010.65,,,,,,,,,
1010.6,,,,,,,,,
1010.62,,,,,,,,,
1010.55,,,,,,,,,
1010.51,,,,,,,,,
1010.5,,,,,,,,,
1010.45,,,,,,,,,
1010.36,,,,,,,,,
1010.41,,,,,,,,,
1010.45,,,,,,,,,
1010.5,,,,,,,,,
1010.64,,,,,,,,,
1010.7,,,,,,,,,
1010.72,,,,,,,,,
1010.8,,,,,,,,,
1010.76,,,,,,,,,
1010.66,,,,,,,,,
1010.56,,,,,,,,,
1010.43,,,,,,,,,
1010.38,,,,,,,,,
1010.31,,,,,,,,,
1010.15,,,,,,,,,
1010.11,,,,,,,,,
1010.04,,,,,,,,,
1009.96,,,,,,,,,
1009.91,,,,,,,,,
1009.71,,,,,,,,,
1009.79,,,,,,,,,
1009.71,,,,,,,,,
1009.63,,,,,,,,,
1009.63,,,,,,,,,
1009.63,,,,,,,,,
1009.57,,,,,,,,,
1009.53,,,,,,,,,
1009.51,,,,,,,,,
1009.46,,,,,,,,,
1009.43,,,,,,,,,
1009.43,,,,,,,,,
1009.49,,,,,,,,,
1009.53,,,,,,,,,
1009.57,,,,,,,,,
1009.58,,,,,,,,,
1009.59,,,,,,,,,
1009.57,,,,,,,,,
1009.54,,,,,,,,,
1009.5,,,,,,,,,
1009.45,,,,,,,,,
1009.35,,,,,,,,,
1009.25,,,,,,,,,
1009.22,,,,,,,,,
1009.21,,,,,,,,,
1009.21,,,,,,,,,
1009.26,,,,,,,,,
1009.33,,,,,,,,,
1009.32,,,,,,,,,
1009.31,,,,,,,,,
1009.3,,,,,,,,,
1009.33,,,,,,,,,
1009.28,,,,,,,,,
1009.21,,,,,,,,,
1009.21,,,,,,,,,
1009.22,,,,,,,,,
1009.23,,,,,,,,,
1009.32,,,,,,,,,
1009.33,,,,,,,,,
1009.46,,,,,,,,,
1009.62,,,,,,,,,
1009.63,,,,,,,,,
1009.64,,,,,,,,,
1009.65,,,,,,,,,
1009.62,,,,,,,,,
-58.04,,,,,,,,,
-58.02,,,,,,,,,
-57.73,,,,,,,,,
-57.99,,,,,,,,,
-57.81,,,,,,,,,
-57.8,,,,,,,,,
-57.79,,,,,,,,,
-57.91,,,,,,,,,
-57.82,,,,,,,,,
-57.83,,,,,,,,,
-57.71,,,,,,,,,
-57.7,,,,,,,,,
-57.79,,,,,,,,,
-57.8,,,,,,,,,
-57.77,,,,,,,,,
-57.87,,,,,,,,,
-58.03,,,,,,,,,
-57.83,,,,,,,,,
-57.7,,,,,,,,,
-57.72,,,,,,,,,
-57.58,,,,,,,,,
-57.71,,,,,,,,,
-58.08,,,,,,,,,
-57.79,,,,,,,,,
-57.96,,,,,,,,,
-57.86,,,,,,,,,
-58.1,,,,,,,,,
-57.81,,,,,,,,,
-57.71,,,,,,,,,
-57.72,,,,,,,,,
-57.58,,,,,,,,,
-57.82,,,,,,,,,
-57.71,,,,,,,,,
-57.45,,,,,,,,,
-57.29,,,,,,,,,
-57.43,,,,,,,,,
-57.47,,,,,,,,,
-57.38,,,,,,,,,
-57.45,,,,,,,,,
-57.6,,,,,,,,,
-57.68,,,,,,,,,
-57.36,,,,,,,,,
-57.31,,,,,,,,,
-57.06,,,,,,,,,
-56.77,,,,,,,,,
-56.51,,,,,,,,,
-56.62,,,,,,,,,
-56.48,,,,,,,,,
-56.44,,,,,,,,,
-56.31,,,,,,,,,
-56.69,,,,,,,,,
-56.5,,,,,,,,,
-56.19,,,,,,,,,
-55.93,,,,,,,,,
-56.36,,,,,,,,,
-56.36,,,,,,,,,
-56.32,,,,,,,,,
-56.17,,,,,,,,,
-56.01,,,,,,,,,
-56.09,,,,,,,,,
-56.25,,,,,,,,,
-56.32,,,,,,,,,
-56.29,,,,,,,,,
-56.38,,,,,,,,,
-56.59,,,,,,,,,
-56.59,,,,,,,,,
-56.58,,,,,,,,,
-56.32,,,,,,,,,
-56.5,,,,,,,,,
-56.3,,,,,,,,,
-56.54,,,,,,,,,
-56.67,,,,,,,,,
-56.62,,,,,,,,,
-56.68,,,,,,,,,
-56.75,,,,,,,,,
-56.7,,,,,,,,,
-56.41,,,,,,,,,
-56.59,,,,,,,,,
-56.5,,,,,,,,,
-56.46,,,,,,,,,
-56.44,,,,,,,,,
-56.54,,,,,,,,,
-56.45,,,,,,,,,
-56.52,,,,,,,,,
-56.32,,,,,,,,,
-56.48,,,,,,,,,
-56.79,,,,,,,,,
-56.43,,,,,,,,,
-56.58,,,,,,,,,
-56.33,,,,,,,,,
-56.52,,,,,,,,,
-56.81,,,,,,,,,
-56.49,,,,,,,,,
-56.45,,,,,,,,,
-56.26,,,,,,,,,
-56.63,,,,,,,,,
-56.48,,,,,,,,,
-56.36,,,,,,,,,
-56.36,,,,,,,,,
-56.73,,,,,,,,,
-56.67,,,,,,,,,
-56.79,,,,,,,,,
-56.53,,,,,,,,,
-56.72,,,,,,,,,
-56.53,,,,,,,,,
-56.9,,,,,,,,,
-56.87,,,,,,,,,
-56.73,,,,,,,,,
-56.77,,,,,,,,,
-56.68,,,,,,,,,
-56.76,,,,,,,,,
-56.65,,,,,,,,,
-56.52,,,,,,,,,
-56.76,,,,,,,,,
-56.81,,,,,,,,,
-56.55,,,,,,,,,
-56.51,,,,,,,,,
-56.57,,,,,,,,,
-56.51,,,,,,,,,
-56.56,,,,,,,,,
-56.73,,,,,,,,,
-56.73,,,,,,,,,
-56.43,,,,,,,,,
-56.94,,,,,,,,,
-56.72,,,,,,,,,
-56.57,,,,,,,,,
-56.99,,,,,,,,,
-56.86,,,,,,,,,
-56.8,,,,,,,,,
-56.73,,,,,,,,,
-56.79,,,,,,,,,
-56.83,,,,,,,,,
-57.07,,,,,,,,,
-56.81,,,,,,,,,
-56.77,,,,,,,,,
-56.81,,,,,,,,,
-56.69,,,,,,,,,
-57.16,,,,,,,,,
-56.65,,,,,,,,,
-56.76,,,,,,,,,
-57.55,,,,,,,,,
-56.43,,,,,,,,,
-58.39,,,,,,,,,
-58.4,,,,,,,,,
-58.09,,,,,,,,,
-58.34,,,,,,,,,
-58.3,,,,,,,,,
-58.39,,,,,,,,,
-58.23,,,,,,,,,
-58.36,,,,,,,,,
-57.97,,,,,,,,,
-58.1,,,,,,,,,
-58.24,,,,,,,,,
-58.14,,,,,,,,,
-58.14,,,,,,,,,
-58.21,,,,,,,,,
-58.37,,,,,,,,,
-58.44,,,,,,,,,
-58.86,,,,,,,,,
-58.9,,,,,,,,,
-59.2,,,,,,,,,
-59.25,,,,,,,,,
-59.18,,,,,,,,,
-58.8,,,,,,,,,
-58.17,,,,,,,,,
-57.1,,,,,,,,,
-56.04,,,,,,,,,
-55.74,,,,,,,,,
-55.49,,,,,,,,,
-55.55,,,,,,,,,
-55.29,,,,,,,,,
-55.16,,,,,,,,,
-55.23,,,,,,,,,
-55.53,,,,,,,,,
-56.2,,,,,,,,,
-56.48,,,,,,,,,
-56.39,,,,,,,,,
-55.83,,,,,,,,,
-54.84,,,,,,,,,
-53.34,,,,,,,,,
-51.86,,,,,,,,,
-51.37,,,,,,,,,
-50.36,,,,,,,,,
-49.23,,,,,,,,,
-48.77,,,,,,,,,
-47.47,,,,,,,,,
-46.37,,,,,,,,,
-45.54,,,,,,,,,
-44.26,,,,,,,,,
-43.43,,,,,,,,,
-42.9,,,,,,,,,
-41.52,,,,,,,,,
-40.5,,,,,,,,,
-39.91,,,,,,,,,
-39.22,,,,,,,,,
-38.13,,,,,,,,,
-37.68,,,,,,,,,
-35.97,,,,,,,,,
-35.31,,,,,,,,,
-34.42,,,,,,,,,
-33.83,,,,,,,,,
-33.25,,,,,,,,,
-33.07,,,,,,,,,
-32.71,,,,,,,,,
-32.58,,,,,,,,,
-32.52,,,,,,,,,
-32.72,,,,,,,,,
-32.85,,,,,,,,,
-32.66,,,,,,,,,
-33.02,,,,,,,,,
-32.71,,,,,,,,,
-32.82,,,,,,,,,
-32.89,,,,,,,,,
-32.84,,,,,,,,,
-32.75,,,,,,,,,
-32.92,,,,,,,,,
-32.81,,,,,,,,,
-32.82,,,,,,,,,
-32.81,,,,,,,,,
-32.69,,,,,,,,,
-32.73,,,,,,,,,
-32.4,,,,,,,,,
-31.58,,,,,,,,,
-30.76,,,,,,,,,
-29.42,,,,,,,,,
-28.45,,,,,,,,,
-27.15,,,,,,,,,
-25.77,,,,,,,,,
-23.98,,,,,,,,,
-22.73,,,,,,,,,
-21.71,,,,,,,,,
-19.83,,,,,,,,,
-18.87,,,,,,,,,
-17.8,,,,,,,,,
-15.82,,,,,,,,,
-14.22,,,,,,,,,
-12.46,,,,,,,,,
-11.81,,,,,,,,,
-10.84,,,,,,,,,
-9.6,,,,,,,,,
-7.28,,,,,,,,,
-5.08,,,,,,,,,
-3.32,,,,,,,,,
-0.55,,,,,,,,,
1.21,,,,,,,,,
2.97,,,,,,,,,
5.46,,,,,,,,,
7.06,,,,,,,,,
9.84,,,,,,,,,
11.58,,,,,,,,,
13.8,,,,,,,,,
16.29,,,,,,,,,
17.73,,,,,,,,,
18.78,,,,,,,,,
19.89,,,,,,,,,
20.19,,,,,,,,,
20.32,,,,,,,,,
20.84,,,,,,,,,
21.21,,,,,,,,,
21.55,,,,,,,,,
21.46,,,,,,,,,
21.83,,,,,,,,,
22.27,,,,,,,,,
22.12,,,,,,,,,
23.17,,,,,,,,,
23.14,,,,,,,,,
23.07,,,,,,,,,
23.83,,,,,,,,,
23.61,,,,,,,,,
23.46,,,,,,,,,
22.47,,,,,,,,,
21.95,,,,,,,,,
20.84,,,,,,,,,
20.41,,,,,,,,,
21.44,,,,,,,,,
20.78,,,,,,,,,
21.59,,,,,,,,,
22.34,,,,,,,,,
23.39,,,,,,,,,
24.08,,,,,,,,,
25,,,,,,,,,
25.75,,,,,,,,,
26.35,,,,,,,,,
26.83,,,,,,,,,
27.56,,,,,,,,,
28.33,,,,,,,,,
28.81,,,,,,,,,
29.56,,,,,,,,,
29.65,,,,,,,,,
30.03,,,,,,,,,
30.41,,,,,,,,,
30.36,,,,,,,,,
30.68,,,,,,,,,
31.23,,,,,,,,,
31.39,,,,,,,,,
31.51,,,,,,,,,
31.41,,,,,,,,,
31.71,,,,,,,,,
31.49,,,,,,,,,
31.04,,,,,,,,,
30.65,,,,,,,,,
30.22,,,,,,,,,
30.47,,,,,,,,,
30.74,,,,,,,,,
30.95,,,,,,,,,
31.27,,,,,,,,,
31.91,,,,,,,,,
32.94,,,,,,,,,
33.47,,,,,,,,,
33.85,,,,,,,,,
33.68,,,,,,,,,
33.82,,,,,,,,,
33,,,,,,,,,
32.22,,,,,,,,,
33.03,,,,,,,,,
32.86,,,,,,,,,
32.83,,,,,,,,,
32.82,,,,,,,,,
33.18,,,,,,,,,
33.68,,,,,,,,,
33.7,,,,,,,,,
33.98,,,,,,,,,
33.42,,,,,,,,,
32.59,,,,,,,,,
32.72,,,,,,,,,
31.66,,,,,,,,,
30.06,,,,,,,,,
29.98,,,,,,,,,
29.89,,,,,,,,,
30.01,,,,,,,,,
30.48,,,,,,,,,
49 19.17820 -124 19.03224,,,,,,,,,
49 19.17852 -124 19.03190,,,,,,,,,
49 19.17741 -124 19.03218,,,,,,,,,
49 19.17675 -124 19.03179,,,,,,,,,
49 19.17532 -124 19.03355,,,,,,,,,
49 19.17437 -124 19.03424,,,,,,,,,
49 19.17607 -124 19.03431,,,,,,,,,
49 19.17613 -124 19.03437,,,,,,,,,
49 19.17726 -124 19.03441,,,,,,,,,
49 19.17714 -124 19.03298,,,,,,,,,
49 19.17695 -124 19.03287,,,,,,,,,
49 19.17706 -124 19.03215,,,,,,,,,
49 19.17911 -124 19.03287,,,,,,,,,
49 19.17877 -124 19.03338,,,,,,,,,
49 19.17896 -124 19.03377,,,,,,,,,
49 19.17884 -124 19.03374,,,,,,,,,
49 19.17825 -124 19.03437,,,,,,,,,
49 19.17847 -124 19.03526,,,,,,,,,
49 19.17775 -124 19.03603,,,,,,,,,
49 19.18296 -124 19.03399,,,,,,,,,
49 19.18516 -124 19.03285,,,,,,,,,
49 19.18691 -124 19.03422,,,,,,,,,
49 19.18741 -124 19.03341,,,,,,,,,
49 19.18659 -124 19.03337,,,,,,,,,
49 19.18666 -124 19.03445,,,,,,,,,
49 19.18778 -124 19.03552,,,,,,,,,
49 19.18976 -124 19.03628,,,,,,,,,
49 19.19023 -124 19.03605,,,,,,,,,
49 19.19023 -124 19.03420,,,,,,,,,
49 19.19085 -124 19.03302,,,,,,,,,
49 19.19027 -124 19.02978,,,,,,,,,
49 19.18796 -124 19.02978,,,,,,,,,
49 19.18620 -124 19.03041,,,,,,,,,
49 19.18514 -124 19.03140,,,,,,,,,
49 19.18520 -124 19.03189,,,,,,,,,
49 19.18662 -124 19.03204,,,,,,,,,
49 19.18754 -124 19.03253,,,,,,,,,
49 19.18749 -124 19.03298,,,,,,,,,
49 19.18973 -124 19.03420,,,,,,,,,
49 19.18957 -124 19.03315,,,,,,,,,
49 19.19035 -124 19.03323,,,,,,,,,
49 19.19030 -124 19.03360,,,,,,,,,
49 19.19084 -124 19.03438,,,,,,,,,
49 19.19148 -124 19.03454,,,,,,,,,
49 19.19144 -124 19.03634,,,,,,,,,
49 19.19099 -124 19.03860,,,,,,,,,
49 19.19114 -124 19.04034,,,,,,,,,
49 19.19141 -124 19.04219,,,,,,,,,
49 19.19170 -124 19.04445,,,,,,,,,
49 19.19192 -124 19.04776,,,,,,,,,
49 19.19159 -124 19.04966,,,,,,,,,
49 19.19087 -124 19.05186,,,,,,,,,
49 19.19019 -124 19.05392,,,,,,,,,
49 19.18897 -124 19.05470,,,,,,,,,
49 19.18842 -124 19.05476,,,,,,,,,
49 19.18829 -124 19.05466,,,,,,,,,
49 19.18819 -124 19.05431,,,,,,,,,
49 19.18812 -124 19.05425,,,,,,,,,
49 19.18737 -124 19.05468,,,,,,,,,
49 19.18786 -124 19.05546,,,,,,,,,
49 19.18780 -124 19.05565,,,,,,,,,
49 19.18774 -124 19.05571,,,,,,,,,
49 19.18771 -124 19.05614,,,,,,,,,
49 19.18775 -124 19.05642,,,,,,,,,
49 19.18770 -124 19.05689,,,,,,,,,
49 19.18756 -124 19.05695,,,,,,,,,
49 19.18735 -124 19.05702,,,,,,,,,
49 19.18729 -124 19.05713,,,,,,,,,
49 19.18726 -124 19.05728,,,,,,,,,
49 19.18708 -124 19.05731,,,,,,,,,
49 19.18700 -124 19.05733,,,,,,,,,
49 19.18702 -124 19.05733,,,,,,,,,
49 19.18683 -124 19.05737,,,,,,,,,
49 19.18686 -124 19.05732,,,,,,,,,
49 19.18692 -124 19.05733,,,,,,,,,
49 19.18695 -124 19.05728,,,,,,,,,
49 19.18695 -124 19.05721,,,,,,,,,
49 19.18704 -124 19.05714,,,,,,,,,
49 19.18711 -124 19.05714,,,,,,,,,
49 19.18723 -124 19.05714,,,,,,,,,
49 19.18710 -124 19.05713,,,,,,,,,
49 19.18702 -124 19.05710,,,,,,,,,
49 19.18711 -124 19.05712,,,,,,,,,
49 19.18714 -124 19.05714,,,,,,,,,
49 19.18732 -124 19.05713,,,,,,,,,
49 19.18767 -124 19.05720,,,,,,,,,
49 19.18774 -124 19.05727,,,,,,,,,
49 19.18789 -124 19.05743,,,,,,,,,
49 19.18798 -124 19.05745,,,,,,,,,
49 19.18812 -124 19.05743,,,,,,,,,
49 19.18814 -124 19.05743,,,,,,,,,
49 19.18818 -124 19.05740,,,,,,,,,
49 19.18820 -124 19.05743,,,,,,,,,
49 19.18819 -124 19.05741,,,,,,,,,
49 19.18828 -124 19.05735,,,,,,,,,
49 19.18826 -124 19.05720,,,,,,,,,
49 19.18819 -124 19.05705,,,,,,,,,
49 19.18819 -124 19.05701,,,,,,,,,
49 19.18815 -124 19.05694,,,,,,,,,
49 19.18815 -124 19.05682,,,,,,,,,
49 19.18819 -124 19.05672,,,,,,,,,
49 19.18820 -124 19.05662,,,,,,,,,
49 19.18825 -124 19.05655,,,,,,,,,
49 19.18828 -124 19.05642,,,,,,,,,
49 19.18835 -124 19.05636,,,,,,,,,
49 19.18838 -124 19.05632,,,,,,,,,
49 19.18845 -124 19.05631,,,,,,,,,
49 19.18846 -124 19.05632,,,,,,,,,
49 19.18852 -124 19.05634,,,,,,,,,
49 19.18855 -124 19.05634,,,,,,,,,
49 19.18861 -124 19.05635,,,,,,,,,
49 19.18863 -124 19.05625,,,,,,,,,
49 19.18852 -124 19.05607,,,,,,,,,
49 19.18856 -124 19.05594,,,,,,,,,
49 19.18857 -124 19.05590,,,,,,,,,
49 19.18853 -124 19.05573,,,,,,,,,
49 19.18841 -124 19.05568,,,,,,,,,
49 19.18836 -124 19.05568,,,,,,,,,
49 19.18833 -124 19.05570,,,,,,,,,
49 19.18828 -124 19.05599,,,,,,,,,
49 19.18822 -124 19.05636,,,,,,,,,
49 19.18866 -124 19.05733,,,,,,,,,
49 19.18878 -124 19.05762,,,,,,,,,
49 19.18880 -124 19.05771,,,,,,,,,
49 19.18872 -124 19.05775,,,,,,,,,
49 19.18846 -124 19.05788,,,,,,,,,
49 19.18836 -124 19.05780,,,,,,,,,
49 19.18868 -124 19.05776,,,,,,,,,
49 19.18892 -124 19.05755,,,,,,,,,
49 19.18887 -124 19.05725,,,,,,,,,
49 19.18873 -124 19.05726,,,,,,,,,
49 19.18871 -124 19.05735,,,,,,,,,
49 19.18874 -124 19.05739,,,,,,,,,
49 19.18871 -124 19.05736,,,,,,,,,
49 19.18865 -124 19.05749,,,,,,,,,
49 19.18859 -124 19.05756,,,,,,,,,
